27.529962327308166,8153.986173586531
33.260777327699124,8144.867308675918
39.745261338715025,7704.734264611117
45.42553789626775,7390.3142002764325
51.91249731734464,7384.479245535335
54.9032901159594,6268.592136802177
63.476883104347756,5105.517088618168
76.72850989921895,4157.144416163163
107.26854233071117,2373.1791406862862
126.86787798453528,1596.9879927431994
158.58845361370243,1198.0303087559905
183.44385999148508,795.3876819694245
212.06916406292592,674.8392194755093
303.28799030627226,318.3003622285495
339.1403589171095,259.2940854814964
370.8505138933386,220.06804875966492
